Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,class
0.586293,0.65,0.166667,0.211167,0.344961,0.826612,0.795276,0.984252,0.728346,0.247316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.63982,0.869444,0.19697,0.154617,0.263566,0.7513,0.732283,0.905512,0.724409,0.077095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.61981,0.311111,0.136364,0.194703,0.26615,0.701138,0.925197,0.909449,0.5,0.016729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.586793,0.969444,0.151515,0.090909,0.250646,0.651258,0.795276,0.88189,0.629921,0.08532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.561781,0.027778,0.272727,0.021475,0.232558,0.641,0.775591,0.787402,0.535433,0.353827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.586793,0.941667,0.212121,0.068003,0.25323,0.661796,0.744094,0.862205,0.665354,0.072215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.518759,0.2,0.242424,0.228346,0.280362,0.462835,0.929134,0.818898,0.385827,0.380036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.493747,0.375,0.030303,0,0.223514,0.429394,0.874016,0.937008,0.598425,0.327478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.568284,0.108333,0.272727,0,0.223514,0.628355,0.858268,0.779528,0.429134,0.363725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.468234,0.4,0.166667,0.184681,0.244186,0.32036,0.929134,0.937008,0.519685,0.205075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.548274,0.391667,0.151515,0.088762,0.235142,0.737811,0.929134,0.933071,0.515748,0.299317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.636818,0.133333,0.106061,0.231926,0.255814,0.78994,0.877953,0.885827,0.543307,0.117245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.691346,0.561111,0.181818,0.198282,0.288114,0.501756,0.84252,0.988189,0.665354,0.446675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5993,0.238889,0.30303,0.030064,0.24031,0.602782,0.96063,0.799213,0.311024,0.387425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.55928,0.263889,0.151515,0.221188,0.24677,0.678657,0.929134,0.885827,0.472441,0.34114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.558779,0.241667,0.121212,0.150322,0.263566,0.563721,0.913386,0.893701,0.5,0.26767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.448224,0.125,0.136364,0.077309,0.223514,0.244485,0.877953,0.866142,0.515748,0.179841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.650825,0.580556,0.151515,0.211167,0.301034,0.744836,0.838583,0.980315,0.673228,0.038617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.547774,0.125,0.136364,0.04796,0.235142,0.551496,0.877953,0.866142,0.519685,0.288722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.46073,0.977778,0.030303,0.021475,0.224806,0.290853,0.850394,0.929134,0.61811,0.202286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.54077,0.25,0.060606,0.021475,0.223514,0.754531,0.889764,0.917323,0.562992,0.305033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.542271,0.469444,0.015152,0.042949,0.22093,0.767177,0.866142,0.940945,0.614173,0.299317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.62031,0.805556,0.318182,0.432355,0.430233,0.859913,0.614173,0.913386,0.84252,0.213718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.518259,0.908333,0.227273,0.151754,0.294574,0.441197,0.716535,0.874016,0.704724,0.322459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.46023,0.041667,0.106061,0,0.223514,0.278207,0.84252,0.885827,0.582677,0.200195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.368184,0.102778,0.272727,0.156049,0.289406,0.130673,0.850394,0.775591,0.433071,0.189182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.546273,0.311111,0.106061,0.042949,0.235142,0.741886,0.913386,0.917323,0.523622,0.314931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.573287,0.719444,0.242424,0.231926,0.301034,0.813545,0.704724,0.972441,0.811024,0.259863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.588294,0.977778,0.106061,0.030064,0.226098,0.666573,0.818898,0.901575,0.622047,0.109996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.627314,0.213889,0.242424,0.021475,0.236434,0.581846,0.940945,0.818898,0.374016,0.416423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.612306,0.991667,0.30303,0.090909,0.273902,0.619784,0.724409,0.783465,0.586614,0.396347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.595298,0.744444,0.272727,0.384395,0.368217,0.843192,0.677165,0.96063,0.826772,0.231423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.642821,0.172222,0.060606,0.224052,0.280362,0.763102,0.877953,0.913386,0.570866,0.052419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.595298,0.669444,0.030303,0.335719,0.260982,0.643249,0.84252,0.948819,0.645669,0.177471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.655828,0.038889,0.181818,0.375089,0.30491,0.808206,0.818898,0.84252,0.555118,0.112645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.597799,0.175,0.075758,0.23121,0.262274,0.659829,0.885827,0.901575,0.547244,0.14931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.596798,0.863889,0.212121,0.060845,0.237726,0.681326,0.716535,0.905512,0.73622,0.11376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.55928,0.961111,0.151515,0.150322,0.260982,0.563721,0.787402,0.877953,0.637795,0.298759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.484242,0.197222,0.287879,0.088762,0.255814,0.363355,0.933071,0.791339,0.346457,0.264046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.471236,0.022222,0.227273,0.077309,0.248062,0.283546,0.795276,0.822835,0.562992,0.220828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.397199,0.247222,0.30303,0.298497,0.364341,0.153857,0.964567,0.80315,0.311024,0.204238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.663332,0.469444,0.121212,0.030064,0.22093,0.523254,0.889764,0.96063,0.594488,0.461174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.623312,0.972222,0.106061,0.064424,0.239018,0.736968,0.818898,0.897638,0.625984,0.039732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.531766,0.286111,0.272727,0.130279,0.284238,0.523535,0.972441,0.84252,0.350394,0.365816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.56028,0.241667,0.075758,0.085898,0.255814,0.721371,0.893701,0.913386,0.551181,0.347135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.654327,0.041667,0.106061,0.292054,0.260982,0.786848,0.84252,0.889764,0.586614,0.075422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.51976,0.544444,0.090909,0.250537,0.307494,0.423353,0.862205,0.964567,0.637795,0.313955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.649325,0.666667,0.166667,0.59413,0.288114,0.861458,0.779528,0.984252,0.740157,0.173568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.477739,0.986111,0.19697,0.068003,0.24677,0.33146,0.783465,0.858268,0.614173,0.257633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.681341,0.375,0.030303,0.265569,0.262274,0.46143,0.874016,0.937008,0.594488,0.514847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.607304,0.216667,0.121212,0.23622,0.27261,0.684277,0.909449,0.889764,0.503937,0.152238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.577289,0.213889,0.378788,0.198282,0.282946,0.680202,0.952756,0.732283,0.23622,0.384079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.550275,0.663889,0.121212,0.021475,0.224806,0.752002,0.807087,0.972441,0.708661,0.328036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.55978,0.725,0.257576,0.198282,0.244186,0.815372,0.69685,0.972441,0.814961,0.26781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.508754,0.322222,0.136364,0.115963,0.25969,0.402136,0.929134,0.909449,0.496063,0.325387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.653827,0.638889,0.106061,0.551897,0.251938,0.864831,0.822835,0.972441,0.688976,0.162693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.452226,0.230556,0.212121,0.307802,0.24031,0.23212,0.940945,0.846457,0.409449,0.240764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.553277,0.977778,0.045455,0.128848,0.22739,0.803428,0.84252,0.917323,0.622047,0.28203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.583292,0.172222,0.242424,0.346457,0.29845,0.677392,0.913386,0.807087,0.397638,0.194898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.412206,0.247222,0.19697,0.136006,0.24031,0.167767,0.944882,0.858268,0.417323,0.249547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.503252,0.5,0.166667,0.068003,0.239018,0.404103,0.88189,0.972441,0.606299,0.346159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.56078,0.163889,0.121212,0.151754,0.24031,0.658705,0.893701,0.877953,0.511811,0.23449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.501251,0.441667,0.106061,0.088762,0.237726,0.416889,0.897638,0.952756,0.574803,0.360797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.410205,0.183333,0.166667,0.077309,0.235142,0.173528,0.909449,0.854331,0.46063,0.261955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.63932,0.686111,0.106061,0.502505,0.391473,0.876493,0.807087,0.968504,0.704724,0.200335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.555778,0.202778,0.19697,0.107373,0.22739,0.661796,0.925197,0.838583,0.42126,0.2416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.534767,0.961111,0.181818,0,0.223514,0.550653,0.771654,0.866142,0.641732,0.353269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.558279,0.3,0.015152,0.021475,0.223514,0.777013,0.866142,0.933071,0.606299,0.318835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.563782,0.819444,0.151515,0.136006,0.235142,0.81762,0.759843,0.937008,0.728346,0.271853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.429215,0.2,0.181818,0.060845,0.235142,0.201911,0.917323,0.854331,0.448819,0.276314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.649325,0.405556,0.075758,0.154617,0.239018,0.809049,0.893701,0.940945,0.574803,0.113063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.55978,0.875,0.090909,0.04796,0.22093,0.755093,0.807087,0.925197,0.669291,0.342674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.547774,0.147222,0.106061,0.030064,0.223514,0.589434,0.88189,0.88189,0.527559,0.315349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.623312,0.947222,0.212121,0.090909,0.236434,0.763524,0.751969,0.862205,0.65748,0.157396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.625313,0.725,0.181818,0.471725,0.355297,0.858508,0.744094,0.968504,0.767717,0.212463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.624312,0.813889,0.075758,0.130279,0.239018,0.782352,0.807087,0.940945,0.681102,0.157814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.549775,0.094444,0.106061,0.021475,0.223514,0.62161,0.862205,0.88189,0.555118,0.288164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.404702,0.177778,0.19697,0.115963,0.192506,0.164395,0.913386,0.838583,0.437008,0.304615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.627814,0.786111,0.090909,0.171797,0.248062,0.7846,0.795276,0.944882,0.69685,0.167155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.571286,0.158333,0.272727,0.128848,0.25969,0.656597,0.901575,0.787402,0.38189,0.259863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.552276,0.147222,0.136364,0,0.223514,0.626809,0.889764,0.866142,0.503937,0.286909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.573287,0.836111,0.015152,0.030064,0.223514,0.78179,0.846457,0.937008,0.633858,0.29625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.574787,0.325,0.045455,0.021475,0.226098,0.720528,0.885827,0.929134,0.574803,0.368604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.629815,0.488889,0.19697,0.304939,0.25323,0.744977,0.889764,0.972441,0.590551,0.199219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.58079,0.055556,0.272727,0.214746,0.324289,0.547,0.80315,0.779528,0.496063,0.361076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.543772,0.858333,0.348485,0.150322,0.319121,0.415906,0.594488,0.858268,0.80315,0.353548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.517259,0.352778,0.136364,0.125268,0.249354,0.296192,0.929134,0.92126,0.503937,0.347972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.623812,0.138889,0.106061,0.347173,0.237726,0.754672,0.88189,0.885827,0.535433,0.205353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.541771,0.988889,0.106061,0.04796,0.24031,0.481523,0.822835,0.893701,0.61811,0.361913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.541271,0.088889,0.060606,0.077309,0.239018,0.473374,0.862205,0.905512,0.57874,0.358846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.603802,0.497222,0.181818,0.202577,0.270026,0.691021,0.885827,0.972441,0.602362,0.251359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.596798,0.319444,0.212121,0.090909,0.264858,0.661796,0.956693,0.889764,0.429134,0.272689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0.662331,0.102778,0.212121,0.400859,0.337209,0.798932,0.862205,0.814961,0.476378,0.195873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.577789,0.280556,0.121212,0.021475,0.228682,0.736546,0.917323,0.905512,0.507874,0.3364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.594797,0.722222,0.166667,0.184681,0.254522,0.793593,0.767717,0.968504,0.748031,0.275059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.550775,0.233333,0.151515,0.021475,0.229974,0.514262,0.92126,0.88189,0.476378,0.359543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
